Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-05-26 21:46:50.000000,50.091066,50.090774,50.08925,50.090506,50.090399,126,1395
2022-05-26 21:46:50.020000,50.091066,50.090774,50.08925,50.090506,50.090399,126,1395
2022-05-26 21:46:50.040000,50.090426,50.090971,50.089404,50.090676,50.09036925,126,1395
2022-05-26 21:46:50.060000,50.089411,50.090345,50.089766,50.090327,50.08996225,126,1395
2022-05-26 21:46:50.080000,50.08978,50.090449,50.089777,50.090185,50.09004775,126,1395
2022-05-26 21:46:50.100000,50.090714,50.090885,50.089886,50.090673,50.090539500000006,126,1395
2022-05-26 21:46:50.120000,50.091052,50.090745,50.090112,50.09114,50.09076225,126,1395
2022-05-26 21:46:50.140000,50.091534,50.091133,50.089902,50.090961,50.0908825,126,1395
2022-05-26 21:46:50.160000,50.09125,50.091347,50.09001,50.090783,50.090847499999995,126,1395
2022-05-26 21:46:50.180000,50.090186,50.090287,50.089917,50.090557,50.09023675,126,1395
2022-05-26 21:46:50.200000,50.089868,50.08935,50.08997,50.090281,50.089867250000005,126,1395
2022-05-26 21:46:50.220000,50.090021,50.090353,50.090145,50.090218,50.09018425,126,1395
2022-05-26 21:46:50.240000,50.090034,50.0921,50.090415,50.090499,50.090762,126,1395
2022-05-26 21:46:50.260000,50.091091,50.091596,50.090893,50.09083,50.091102500000005,126,1395
2022-05-26 21:46:50.280000,50.092322,50.090318,50.09104,50.090903,50.09114575,126,1395
2022-05-26 21:46:50.300000,50.092165,50.090773,50.091104,50.091001,50.091260750000004,126,1395
2022-05-26 21:46:50.320000,50.091331,50.090972,50.091239,50.091165,50.091176749999995,126,1395
2022-05-26 21:46:50.340000,50.090495,50.090547,50.091392,50.091378,50.09095299999999,126,1395
2022-05-26 21:46:50.360000,50.09024,50.090648,50.091415,50.091467,50.090942500000004,126,1395
2022-05-26 21:46:50.380000,50.090214,50.090287,50.09153,50.091006,50.09075925,126,1395
2022-05-26 21:46:50.400000,50.090344,50.089687,50.091827,50.090781,50.09065975,126,1395
2022-05-26 21:46:50.420000,50.091056,50.090213,50.092067,50.091418,50.0911885,126,1395
2022-05-26 21:46:50.440000,50.091925,50.091055,50.092414,50.091817,50.09180275,126,1395
