Time Stamp,CL_Concepción_UDEC,CL_Curicó_UTALCA,CL_Santiago_UTEM,CIO,Potencia,Inicio
2022-01-26 18:28:20.000000,50.013912,50.014587,50.014641,50.014379999999996,150,2925
2022-01-26 18:28:20.020000,50.013912,50.014587,50.014641,50.014379999999996,150,2925
2022-01-26 18:28:20.040000,50.014045,50.014437,50.014356,50.01427933333333,150,2925
2022-01-26 18:28:20.060000,50.014338,50.014427,50.014371,50.014378666666666,150,2925
2022-01-26 18:28:20.080000,50.015106,50.014599,50.014104,50.014603,150,2925
2022-01-26 18:28:20.100000,50.015388,50.014572,50.013441,50.014467,150,2925
2022-01-26 18:28:20.120000,50.015287,50.014348,50.013352,50.014329,150,2925
2022-01-26 18:28:20.140000,50.01499,50.014212,50.014025,50.014409,150,2925
2022-01-26 18:28:20.160000,50.014287,50.014508,50.01453,50.01444166666667,150,2925
2022-01-26 18:28:20.180000,50.01388,50.015187,50.014883,50.014649999999996,150,2925
2022-01-26 18:28:20.200000,50.014964,50.015742,50.015614,50.015440000000005,150,2925
2022-01-26 18:28:20.220000,50.016495,50.015933,50.01567,50.01603266666666,150,2925
2022-01-26 18:28:20.240000,50.017046,50.015788,50.015201,50.016011666666664,150,2925
2022-01-26 18:28:20.260000,50.016704,50.015434,50.015474,50.01587066666667,150,2925
2022-01-26 18:28:20.280000,50.015246,50.01533,50.01532,50.015298666666666,150,2925
2022-01-26 18:28:20.300000,50.013708,50.015215,50.014732,50.01455166666667,150,2925
2022-01-26 18:28:20.320000,50.013838,50.015115,50.015087,50.01468,150,2925
2022-01-26 18:28:20.340000,50.014883,50.014932,50.0157,50.01517166666667,150,2925
2022-01-26 18:28:20.360000,50.015927,50.015083,50.015465,50.01549166666666,150,2925
2022-01-26 18:28:20.380000,50.016973,50.015627,50.015275,50.01595833333334,150,2925
2022-01-26 18:28:20.400000,50.015823,50.015762,50.015217,50.01560066666667,150,2925
2022-01-26 18:28:20.420000,50.009936,50.015403,50.015017,50.013452,150,2925
2022-01-26 18:28:20.440000,50.006691,50.015476,50.014455,50.01220733333333,150,2925
2022-01-26 18:28:20.460000,50.011164,50.015712,50.01469,50.01385533333333,150,2925
2022-01-26 18:28:20.480000,50.015305,50.01564,50.016037,50.01566066666667,150,2925
2022-01-26 18:28:20.500000,50.016588,50.015695,50.016949,50.01641066666667,150,2925
2022-01-26 18:28:20.520000,50.017543,50.016246,50.016558,50.01678233333334,150,2925
2022-01-26 18:28:20.540000,50.017796,50.016646,50.015977,50.016806333333335,150,2925
2022-01-26 18:28:20.560000,50.016957,50.016708,50.016529,50.01673133333333,150,2925
2022-01-26 18:28:20.580000,50.016088,50.016978,50.01726,50.016775333333335,150,2925
2022-01-26 18:28:20.600000,50.01656,50.016935,50.017752,50.01708233333333,150,2925
2022-01-26 18:28:20.620000,50.017445,50.015943,50.017485,50.01695766666666,150,2925
2022-01-26 18:28:20.640000,50.01744,50.014933,50.016999,50.016457333333335,150,2925
2022-01-26 18:28:20.660000,50.016805,50.015499,50.01703,50.016444666666665,150,2925
2022-01-26 18:28:20.680000,50.016967,50.017071,50.017503,50.017180333333336,150,2925
