Time Stamp,CL_Concepción_UDEC,CL_Copiapó_UDA,CL_Curicó_UTALCA,CL_Santiago_USACH,CIO,Potencia,Inicio
2022-11-17 00:05:10.000000,50.072866,50.072852,50.073324,50.072801,50.07296075,130,2745
2022-11-17 00:05:10.020000,50.072866,50.072852,50.073324,50.072801,50.07296075,130,2745
2022-11-17 00:05:10.040000,50.073648,50.072779,50.073813,50.069871,50.07252775,130,2745
2022-11-17 00:05:10.060000,50.073144,50.072892,50.073344,50.072648,50.073007000000004,130,2745
2022-11-17 00:05:10.080000,50.071375,50.074545,50.073332,50.066537,50.071447250000006,130,2745
2022-11-17 00:05:10.100000,50.07326,50.076774,50.07548,50.082583,50.07702425,130,2745
2022-11-17 00:05:10.120000,50.076143,50.075228,50.076585,50.076555,50.07612775,130,2745
2022-11-17 00:05:10.140000,50.076268,50.073729,50.076403,50.070264,50.074166000000005,130,2745
2022-11-17 00:05:10.160000,50.076283,50.073407,50.075684,50.081505,50.076719749999995,130,2745
2022-11-17 00:05:10.180000,50.076731,50.072609,50.074976,50.07013,50.0736115,130,2745
2022-11-17 00:05:10.200000,50.076842,50.074047,50.075649,50.07712,50.0759145,130,2745
2022-11-17 00:05:10.220000,50.077301,50.076644,50.077817,50.077676,50.0773595,130,2745
2022-11-17 00:05:10.240000,50.077574,50.075812,50.078165,50.083829,50.078845,130,2745
2022-11-17 00:05:10.260000,50.075999,50.074125,50.075591,50.072846,50.07464025,130,2745
2022-11-17 00:05:10.280000,50.075741,50.07617,50.075067,50.072603,50.07489525,130,2745
2022-11-17 00:05:10.300000,50.078144,50.077983,50.076564,50.079185,50.077968999999996,130,2745
2022-11-17 00:05:10.320000,50.078416,50.076781,50.076019,50.075778,50.076748499999994,130,2745
2022-11-17 00:05:10.340000,50.07614,50.076927,50.075657,50.072769,50.07537325,130,2745
2022-11-17 00:05:10.360000,50.076999,50.078382,50.077717,50.075209,50.07707675,130,2745
2022-11-17 00:05:10.380000,50.078758,50.076724,50.07837,50.082033,50.07897125,130,2745
2022-11-17 00:05:10.400000,50.07774,50.074578,50.077272,50.0775,50.076772500000004,130,2745
2022-11-17 00:05:10.420000,50.077709,50.075646,50.077541,50.073917,50.07620325,130,2745
2022-11-17 00:05:10.440000,50.07961,50.077373,50.07821,50.079426,50.07865475,130,2745
2022-11-17 00:05:10.460000,50.078992,50.077923,50.077513,50.079454,50.0784705,130,2745
2022-11-17 00:05:10.480000,50.07719,50.080268,50.077252,50.073787,50.077124250000004,130,2745
2022-11-17 00:05:10.500000,50.07794,50.082675,50.07911,50.084365,50.0810225,130,2745
2022-11-17 00:05:10.520000,50.079094,50.081321,50.080341,50.084033,50.08119725,130,2745
2022-11-17 00:05:10.540000,50.07915,50.079044,50.079962,50.079805,50.07949025,130,2745
2022-11-17 00:05:10.560000,50.078949,50.078617,50.079444,50.078185,50.07879875,130,2745
2022-11-17 00:05:10.580000,50.078811,50.078981,50.079522,50.079648,50.0792405,130,2745
2022-11-17 00:05:10.600000,50.079542,50.079828,50.079984,50.078547,50.07947525,130,2745
2022-11-17 00:05:10.620000,50.081056,50.080486,50.081023,50.081731,50.081074,130,2745
2022-11-17 00:05:10.640000,50.081796,50.079639,50.081537,50.082278,50.0813125,130,2745
2022-11-17 00:05:10.660000,50.081328,50.078638,50.081329,50.082518,50.08095324999999,130,2745
2022-11-17 00:05:10.680000,50.08107,50.079722,50.08174,50.07674,50.079817999999996,130,2745
2022-11-17 00:05:10.700000,50.081319,50.08166,50.081759,50.082824,50.0818905,130,2745
2022-11-17 00:05:10.720000,50.080731,50.081693,50.08027,50.081407,50.081025249999996,130,2745
2022-11-17 00:05:10.740000,50.079425,50.080502,50.079018,50.079121,50.0795165,130,2745
2022-11-17 00:05:10.760000,50.07987,50.081045,50.079923,50.078444,50.0798205,130,2745
2022-11-17 00:05:10.780000,50.081856,50.083474,50.082285,50.083676,50.08282275,130,2745
2022-11-17 00:05:10.800000,50.083774,50.085161,50.084297,50.084037,50.08431725,130,2745
2022-11-17 00:05:10.820000,50.082116,50.08286,50.083353,50.087885,50.0840535,130,2745
2022-11-17 00:05:10.840000,50.079171,50.08089,50.081749,50.075847,50.07941425,130,2745
2022-11-17 00:05:10.860000,50.080658,50.082666,50.08271,50.081223,50.08181425,130,2745
2022-11-17 00:05:10.880000,50.083161,50.083607,50.083697,50.089139,50.084901,130,2745
2022-11-17 00:05:10.900000,50.082109,50.082222,50.082471,50.079486,50.081572,130,2745
2022-11-17 00:05:10.920000,50.081323,50.082934,50.08184,50.079134,50.08130775,130,2745
2022-11-17 00:05:10.940000,50.083317,50.084909,50.08316,50.084222,50.083901999999995,130,2745
2022-11-17 00:05:10.960000,50.084,50.084047,50.083572,50.083009,50.083657,130,2745
2022-11-17 00:05:10.980000,50.083254,50.083452,50.083384,50.079185,50.08231875,130,2745
2022-11-17 00:05:11.000000,50.084589,50.083833,50.083887,50.091231,50.085885,130,2745
2022-11-17 00:05:11.020000,50.085824,50.083098,50.084191,50.084472,50.084396250000005,130,2745
2022-11-17 00:05:11.040000,50.08544,50.083389,50.084651,50.089269,50.08568725,130,2745
2022-11-17 00:05:11.060000,50.085204,50.083676,50.084616,50.082676,50.084042999999994,130,2745
2022-11-17 00:05:11.080000,50.084643,50.083135,50.083863,50.083491,50.083783000000004,130,2745
2022-11-17 00:05:11.100000,50.083975,50.084788,50.083558,50.078148,50.08261725,130,2745
2022-11-17 00:05:11.120000,50.085794,50.08737,50.084829,50.085704,50.08592425,130,2745
2022-11-17 00:05:11.140000,50.087137,50.087012,50.085677,50.08862,50.0871115,130,2745
2022-11-17 00:05:11.160000,50.086258,50.085839,50.085995,50.079287,50.08434475,130,2745
2022-11-17 00:05:11.180000,50.086261,50.086028,50.086399,50.091264,50.087488,130,2745
2022-11-17 00:05:11.200000,50.086172,50.085536,50.086542,50.085556,50.0859515,130,2745
2022-11-17 00:05:11.220000,50.086321,50.085537,50.087303,50.084606,50.08594175,130,2745
2022-11-17 00:05:11.240000,50.087155,50.085276,50.088084,50.090676,50.08779775,130,2745
2022-11-17 00:05:11.260000,50.087513,50.083857,50.08747,50.089463,50.08707575,130,2745
2022-11-17 00:05:11.280000,50.088303,50.084715,50.086855,50.08581,50.08642075000001,130,2745
2022-11-17 00:05:11.300000,50.08888,50.086834,50.087787,50.083611,50.086777999999995,130,2745
2022-11-17 00:05:11.320000,50.088448,50.087318,50.088462,50.08763,50.0879645,130,2745
2022-11-17 00:05:11.340000,50.088292,50.088116,50.088472,50.0885,50.088345000000004,130,2745
2022-11-17 00:05:11.360000,50.089425,50.089869,50.089603,50.088453,50.0893375,130,2745
2022-11-17 00:05:11.380000,50.089046,50.08872,50.089143,50.09181,50.08967975,130,2745
2022-11-17 00:05:11.400000,50.087375,50.088291,50.087864,50.08362,50.0867875,130,2745
2022-11-17 00:05:11.420000,50.089409,50.090868,50.089434,50.088487,50.089549500000004,130,2745
2022-11-17 00:05:11.440000,50.090992,50.088507,50.089977,50.089546,50.089755499999995,130,2745
2022-11-17 00:05:11.460000,50.088408,50.083925,50.087838,50.087917,50.087022000000005,130,2745
2022-11-17 00:05:11.480000,50.086568,50.08531,50.087366,50.082075,50.08532975,130,2745
2022-11-17 00:05:11.500000,50.08796,50.088454,50.089058,50.092259,50.08943275,130,2745
2022-11-17 00:05:11.520000,50.088728,50.089568,50.089644,50.088052,50.088998000000004,130,2745
2022-11-17 00:05:11.540000,50.087646,50.089268,50.088498,50.092923,50.08958375,130,2745
2022-11-17 00:05:11.560000,50.086605,50.089325,50.086977,50.079425,50.085583,130,2745
2022-11-17 00:05:11.580000,50.086709,50.090527,50.086957,50.088734,50.08823174999999,130,2745
2022-11-17 00:05:11.600000,50.087761,50.090521,50.088058,50.088347,50.088671749999996,130,2745
2022-11-17 00:05:11.620000,50.089056,50.089968,50.089501,50.085403,50.088482,130,2745
2022-11-17 00:05:11.640000,50.089672,50.089619,50.090152,50.09028,50.08993075000001,130,2745
2022-11-17 00:05:11.660000,50.089332,50.088556,50.089056,50.093501,50.09011125,130,2745
2022-11-17 00:05:11.680000,50.089001,50.088405,50.08791,50.085135,50.087612750000005,130,2745
2022-11-17 00:05:11.700000,50.089365,50.088614,50.087803,50.088885,50.08866675,130,2745
2022-11-17 00:05:11.720000,50.089788,50.088459,50.088145,50.091516,50.089477,130,2745
2022-11-17 00:05:11.740000,50.089344,50.089436,50.088516,50.091803,50.08977475,130,2745
2022-11-17 00:05:11.760000,50.089329,50.09115,50.08839,50.085293,50.0885405,130,2745
2022-11-17 00:05:11.780000,50.088978,50.091135,50.087354,50.089026,50.08912325,130,2745
2022-11-17 00:05:11.800000,50.087606,50.089771,50.086827,50.085252,50.087364,130,2745
2022-11-17 00:05:11.820000,50.087806,50.09034,50.088033,50.091804,50.08949575,130,2745
2022-11-17 00:05:11.840000,50.089065,50.090637,50.089281,50.093888,50.090717749999996,130,2745
2022-11-17 00:05:11.860000,50.089005,50.090104,50.088492,50.085298,50.08822475,130,2745
2022-11-17 00:05:11.880000,50.08882,50.091253,50.088267,50.08804,50.089095,130,2745
2022-11-17 00:05:11.900000,50.089964,50.09173,50.089953,50.094862,50.09162725,130,2745
2022-11-17 00:05:11.920000,50.090194,50.089011,50.089947,50.094302,50.0908635,130,2745
2022-11-17 00:05:11.940000,50.089671,50.088594,50.089165,50.084462,50.087973000000005,130,2745
2022-11-17 00:05:11.960000,50.090921,50.092122,50.09061,50.08973,50.09084575,130,2745
2022-11-17 00:05:11.980000,50.09288,50.093939,50.092024,50.093178,50.09300525,130,2745
2022-11-17 00:05:12.000000,50.092139,50.09193,50.09013,50.097921,50.09303,130,2745
2022-11-17 00:05:12.020000,50.090292,50.090769,50.088147,50.083467,50.088168749999994,130,2745
2022-11-17 00:05:12.040000,50.090763,50.092612,50.089895,50.089314,50.09064600000001,130,2745
2022-11-17 00:05:12.060000,50.092106,50.09257,50.092457,50.093891,50.092755999999994,130,2745
2022-11-17 00:05:12.080000,50.091833,50.090052,50.092638,50.093493,50.092003999999996,130,2745
2022-11-17 00:05:12.100000,50.091227,50.090194,50.091708,50.090533,50.090915499999994,130,2745
2022-11-17 00:05:12.120000,50.091148,50.091995,50.091648,50.09138,50.09154275,130,2745
2022-11-17 00:05:12.140000,50.091996,50.092893,50.092613,50.091393,50.09222375,130,2745
2022-11-17 00:05:12.160000,50.092787,50.093024,50.093635,50.092639,50.09302125,130,2745
2022-11-17 00:05:12.180000,50.093197,50.092306,50.094216,50.095995,50.093928500000004,130,2745
2022-11-17 00:05:12.200000,50.093377,50.091451,50.094381,50.094565,50.09344349999999,130,2745
2022-11-17 00:05:12.220000,50.092748,50.092359,50.09448,50.09057,50.09253925,130,2745
2022-11-17 00:05:12.240000,50.092449,50.093402,50.094644,50.092495,50.093247500000004,130,2745
2022-11-17 00:05:12.260000,50.094144,50.093446,50.09508,50.093588,50.0940645,130,2745
2022-11-17 00:05:12.280000,50.095343,50.093195,50.095138,50.095694,50.0948425,130,2745
2022-11-17 00:05:12.300000,50.093477,50.092774,50.094642,50.096972,50.094466249999996,130,2745
2022-11-17 00:05:12.320000,50.091847,50.092994,50.094787,50.091792,50.092855,130,2745
2022-11-17 00:05:12.340000,50.09416,50.093982,50.095703,50.095268,50.09477825,130,2745
2022-11-17 00:05:12.360000,50.095873,50.094616,50.09611,50.097102,50.09592525,130,2745
2022-11-17 00:05:12.380000,50.094333,50.094672,50.095759,50.096259,50.09525575,130,2745
2022-11-17 00:05:12.400000,50.094298,50.095017,50.095635,50.094301,50.094812749999996,130,2745
2022-11-17 00:05:12.420000,50.096469,50.095283,50.095558,50.095537,50.09571175,130,2745
2022-11-17 00:05:12.440000,50.095773,50.094791,50.094671,50.094084,50.09482975,130,2745
2022-11-17 00:05:12.460000,50.094092,50.095678,50.094565,50.09038,50.09367875,130,2745
2022-11-17 00:05:12.480000,50.094597,50.097203,50.095398,50.100157,50.096838749999996,130,2745
2022-11-17 00:05:12.500000,50.095533,50.096406,50.096169,50.094037,50.09553625000001,130,2745
2022-11-17 00:05:12.520000,50.09549,50.094191,50.096073,50.097315,50.09576725,130,2745
2022-11-17 00:05:12.540000,50.094319,50.092957,50.094765,50.093722,50.09394075,130,2745
2022-11-17 00:05:12.560000,50.094215,50.094261,50.09421,50.095824,50.0946275,130,2745
2022-11-17 00:05:12.580000,50.09602,50.095103,50.094811,50.092565,50.09462475,130,2745
2022-11-17 00:05:12.600000,50.09718,50.094633,50.095132,50.097195,50.096035,130,2745
2022-11-17 00:05:12.620000,50.096699,50.095803,50.095627,50.090879,50.094752,130,2745
2022-11-17 00:05:12.640000,50.096422,50.096897,50.096266,50.095491,50.096269,130,2745
2022-11-17 00:05:12.660000,50.095763,50.095564,50.095011,50.09863,50.096242000000004,130,2745
2022-11-17 00:05:12.680000,50.095324,50.095098,50.093859,50.095009,50.0948225,130,2745
2022-11-17 00:05:12.700000,50.09651,50.096331,50.094325,50.096898,50.096016000000006,130,2745
2022-11-17 00:05:12.720000,50.097134,50.096213,50.095048,50.093195,50.0953975,130,2745
2022-11-17 00:05:12.740000,50.096291,50.09497,50.094469,50.092546,50.094569,130,2745
2022-11-17 00:05:12.760000,50.095547,50.094114,50.093238,50.094037,50.094234,130,2745
2022-11-17 00:05:12.780000,50.096241,50.095108,50.094285,50.095666,50.095325,130,2745
2022-11-17 00:05:12.800000,50.096921,50.095878,50.096331,50.101523,50.09766325,130,2745
2022-11-17 00:05:12.820000,50.096426,50.094852,50.096647,50.097773,50.0964245,130,2745
2022-11-17 00:05:12.840000,50.096282,50.094944,50.096156,50.092075,50.09486425,130,2745
